County,State,Value
Chippewa County,Minnesota,12441.00
Grundy County,Iowa,12453.00
Todd County,Kentucky,12460.00
Jefferson Davis County,Mississippi,12487.00
Millard County,Utah,12503.00
Union County,Iowa,12534.00
Prowers County,Colorado,12551.00
Johnson County,Illinois,12582.00
Charlotte County,Virginia,12586.00
Powell County,Kentucky,12613.00
Crawford County,Georgia,12630.00
Marshall County,Illinois,12640.00
Terry County,Texas,12651.00
Marion County,Kansas,12660.00
Yalobusha County,Mississippi,12678.00
Butler County,Kentucky,12690.00
Amelia County,Virginia,12690.00
Menard County,Illinois,12705.00
Linn County,Missouri,12761.00
Shoshone County,Idaho,12765.00
Blackford County,Indiana,12766.00
Haskell County,Oklahoma,12769.00
Franklin County,Idaho,12786.00
Pike County,Indiana,12845.00
Red River County,Texas,12860.00
Big Horn County,Montana,12865.00
Bledsoe County,Tennessee,12876.00
Glades County,Florida,12884.00
Appanoose County,Iowa,12887.00
DeKalb County,Missouri,12892.00
Lunenburg County,Virginia,12914.00
Martin County,Kentucky,12929.00
Lawrence County,Mississippi,12929.00
Morris County,Texas,12934.00
Caldwell County,Kentucky,12984.00
Pend Oreille County,Washington,13001.00
Desha County,Arkansas,13008.00
Bleckley County,Georgia,13063.00
Amite County,Mississippi,13131.00
Pamlico County,North Carolina,13144.00
Little River County,Arkansas,13171.00
Conecuh County,Alabama,13228.00
Washington County,North Carolina,13228.00
Wright County,Iowa,13229.00
Fremont County,Idaho,13242.00
Goshen County,Wyoming,13249.00
Madison County,Virginia,13308.00
Koochiching County,Minnesota,13311.00
Stewart County,Tennessee,13324.00
Magoffin County,Kentucky,13333.00
Allen County,Kansas,13371.00
Presque Isle County,Michigan,13376.00
Glacier County,Montana,13399.00
Pulaski County,Indiana,13402.00
Vinton County,Ohio,13435.00
Perquimans County,North Carolina,13453.00
Jackson County,Kansas,13462.00
Ketchikan Gateway Borough,Alaska,13477.00
Murray County,Oklahoma,13488.00
Jackson County,Kentucky,13494.00
Monroe County,West Virginia,13502.00
Wayne County,Missouri,13521.00
Wilbarger County,Texas,13535.00
Callahan County,Texas,13544.00
Shannon County,South Dakota,13586.00
Buffalo County,Wisconsin,13587.00
Kodiak Island Borough,Alaska,13592.00
Webster County,Kentucky,13621.00
Cass County,Illinois,13642.00
Madison County,Texas,13664.00
York County,Nebraska,13665.00
Douglas County,Missouri,13684.00
Izard County,Arkansas,13696.00
Grundy County,Tennessee,13703.00
Colfax County,New Mexico,13750.00
Sumter County,Alabama,13763.00
Reeves County,Texas,13783.00
Trinity County,California,13786.00
Howard County,Arkansas,13789.00
Moffat County,Colorado,13795.00
Cannon County,Tennessee,13801.00
Clay County,Illinois,13815.00
Martinsville city,Virginia,13821.00
Dawson County,Texas,13833.00
Converse County,Wyoming,13833.00
Wadena County,Minnesota,13843.00
Choctaw County,Alabama,13859.00
Clay County,South Dakota,13864.00
Lewis County,Kentucky,13870.00
Breathitt County,Kentucky,13878.00
Osage County,Missouri,13878.00
Greene County,Illinois,13886.00
Jasper County,Georgia,13900.00
Crenshaw County,Alabama,13906.00
Morgan County,Kentucky,13923.00
Summers County,West Virginia,13927.00
Pennington County,Minnesota,13930.00
Clay County,Alabama,13932.00
Rolette County,North Dakota,13937.00
Cass County,Iowa,13956.00
Comanche County,Texas,13974.00
Lamb County,Texas,13977.00
Swain County,North Carolina,13981.00
Cedar County,Missouri,13982.00
Hughes County,Oklahoma,14003.00
Zapata County,Texas,14018.00
Hardy County,West Virginia,14025.00
Clarke County,Virginia,14034.00
Williamsburg city,Virginia,14068.00
Crawford County,Michigan,14074.00
Jackson County,Texas,14075.00
Ford County,Illinois,14081.00
Ripley County,Missouri,14100.00
Sequatchie County,Tennessee,14112.00
Lincoln County,Arkansas,14134.00
Price County,Wisconsin,14159.00
Atoka County,Oklahoma,14182.00
Larue County,Kentucky,14193.00
Saline County,Nebraska,14200.00
Mono County,California,14202.00
Newton County,Indiana,14244.00
Manassas Park city,Virginia,14273.00
Allamakee County,Iowa,14330.00
McIntosh County,Georgia,14333.00
Trigg County,Kentucky,14339.00
Fleming County,Kentucky,14348.00
Bienville Parish,Louisiana,14353.00
Mississippi County,Missouri,14358.00
O'Brien County,Iowa,14398.00
Union County,South Dakota,14399.00
Greene County,Mississippi,14400.00
Newton County,Texas,14445.00
Long County,Georgia,14464.00
Braxton County,West Virginia,14523.00
Faribault County,Minnesota,14553.00
Lamar County,Alabama,14564.00
Trinity County,Texas,14585.00
Crockett County,Tennessee,14586.00
Screven County,Georgia,14593.00
Calhoun County,Florida,14625.00
Monroe County,Ohio,14642.00
Noble County,Ohio,14645.00
White County,Illinois,14665.00
Mason County,Illinois,14666.00
Estill County,Kentucky,14672.00
Washington County,Illinois,14716.00
Macon County,Georgia,14740.00
San Juan County,Utah,14746.00
Rusk County,Wisconsin,14755.00
Jefferson County,Florida,14761.00
Andrews County,Texas,14786.00
Chowan County,North Carolina,14793.00
Hamilton County,Florida,14799.00
Karnes County,Texas,14824.00
Grand County,Colorado,14843.00
Fulton County,Pennsylvania,14845.00
Moultrie County,Illinois,14846.00
Missaukee County,Michigan,14849.00
Butler County,Iowa,14867.00
Pendleton County,Kentucky,14877.00
La Salle Parish,Louisiana,14890.00
Oglethorpe County,Georgia,14899.00
Dooly County,Georgia,14918.00
Roane County,West Virginia,14926.00
Harrison County,Iowa,14928.00
Calhoun County,Mississippi,14962.00
Cleburne County,Alabama,14972.00
Appomattox County,Virginia,14973.00
Union County,Kentucky,15007.00
Bayfield County,Wisconsin,15014.00
Nelson County,Virginia,15020.00
Craig County,Oklahoma,15029.00
Kingfisher County,Oklahoma,15034.00
Morgan County,Ohio,15054.00
Mills County,Iowa,15059.00
Jeff Davis County,Georgia,15068.00
Bourbon County,Kansas,15173.00
Calhoun County,South Carolina,15175.00
Livingston County,Missouri,15195.00
Choctaw County,Oklahoma,15205.00
Nolan County,Texas,15216.00
Gasconade County,Missouri,15222.00
Sibley County,Minnesota,15226.00
Brown County,Indiana,15242.00
Floyd County,Virginia,15279.00
Winn Parish,Louisiana,15313.00
Gunnison County,Colorado,15324.00
Tallahatchie County,Mississippi,15378.00
Carroll County,Illinois,15387.00
Marquette County,Wisconsin,15404.00
Henry County,Kentucky,15416.00
Massac County,Illinois,15429.00
Walthall County,Mississippi,15443.00
Alamosa County,Colorado,15445.00
Burnett County,Wisconsin,15457.00
Gooding County,Idaho,15464.00
Las Animas County,Colorado,15507.00
Pecos County,Texas,15507.00
Grayson County,Virginia,15533.00
Union County,Florida,15535.00
Kossuth County,Iowa,15543.00
Macon County,Missouri,15566.00
Mitchell County,North Carolina,15579.00
Moniteau County,Missouri,15607.00
West Feliciana Parish,Louisiana,15625.00
Roseau County,Minnesota,15629.00
Park County,Montana,15636.00
Dent County,Missouri,15657.00
Hamilton County,Iowa,15673.00
Madison County,Iowa,15679.00
Madison County,Arkansas,15717.00
Renville County,Minnesota,15730.00
Otoe County,Nebraska,15740.00
Hale County,Alabama,15760.00
San Juan County,Washington,15769.00
Marshall County,Oklahoma,15840.00
Nottoway County,Virginia,15853.00
Lawrence County,Kentucky,15860.00
Gulf County,Florida,15863.00
Harrison County,Ohio,15864.00
Carbon County,Wyoming,15885.00
Arenac County,Michigan,15899.00
Dickenson County,Virginia,15903.00
Washburn County,Wisconsin,15911.00
Page County,Iowa,15932.00
King William County,Virginia,15935.00
Tipton County,Indiana,15936.00
Casey County,Kentucky,15955.00
Bamberg County,South Carolina,15987.00
Greene County,Georgia,15994.00
Redwood County,Minnesota,16059.00
Clay County,Arkansas,16083.00
Hill County,Montana,16096.00
Baker County,Oregon,16134.00
Ashland County,Wisconsin,16157.00
Aitkin County,Minnesota,16202.00
Park County,Colorado,16206.00
Vermillion County,Indiana,16212.00
Richland County,Illinois,16233.00
Kanabec County,Minnesota,16239.00
Brooks County,Georgia,16243.00
Alleghany County,Virginia,16250.00
Idaho County,Idaho,16267.00
Jackson Parish,Louisiana,16274.00
Rabun County,Georgia,16276.00
Osage County,Kansas,16295.00
Floyd County,Iowa,16303.00
Richland County,North Dakota,16321.00
Clark County,Illinois,16335.00
Knott County,Kentucky,16346.00
Iowa County,Iowa,16355.00
Lewis County,West Virginia,16372.00
Torrance County,New Mexico,16383.00
Radford city,Virginia,16408.00
Dixie County,Florida,16422.00
Gogebic County,Michigan,16427.00
Pike County,Illinois,16430.00
Mercer County,Illinois,16434.00
Benton County,Tennessee,16489.00
Smith County,Mississippi,16491.00
Telfair County,Georgia,16500.00
Neosho County,Kansas,16512.00
Humboldt County,Nevada,16528.00
Dukes County,Massachusetts,16535.00
Sawyer County,Wisconsin,16557.00
De Witt County,Illinois,16561.00
Pawnee County,Oklahoma,16577.00
Wetzel County,West Virginia,16583.00
Barbour County,West Virginia,16589.00
Lee County,Texas,16612.00
Robertson County,Texas,16622.00
Dade County,Georgia,16633.00
Crawford County,Wisconsin,16644.00
Marion County,Arkansas,16653.00
Clay County,Iowa,16667.00
Dickinson County,Iowa,16667.00
Gem County,Idaho,16719.00
Piatt County,Illinois,16729.00
Clarke County,Mississippi,16732.00
Seward County,Nebraska,16750.00
Wayne County,Illinois,16760.00
Dallas County,Missouri,16777.00
Leon County,Texas,16801.00
Polk County,Tennessee,16825.00
Lawrence County,Illinois,16833.00
Lafayette County,Wisconsin,16836.00
Jefferson County,Iowa,16843.00
Taylor County,West Virginia,16895.00
Garrard County,Kentucky,16912.00
Scurry County,Texas,16921.00
Atchison County,Kansas,16924.00
Jefferson County,Georgia,16930.00
Gilchrist County,Florida,16939.00
Bethel Census Area,Alaska,17013.00
Wayne County,Tennessee,17021.00
Hughes County,South Dakota,17022.00
Bates County,Missouri,17049.00
Rockcastle County,Kentucky,17056.00
Sevier County,Arkansas,17058.00
Spencer County,Kentucky,17061.00
Jasper County,Mississippi,17062.00
Crawford County,Iowa,17096.00
Chester County,Tennessee,17131.00
Buckingham County,Virginia,17146.00
Pitkin County,Colorado,17148.00
Kalkaska County,Michigan,17153.00
Burleson County,Texas,17187.00
Claiborne Parish,Louisiana,17195.00
Cook County,Georgia,17212.00
Frio County,Texas,17217.00
Fountain County,Indiana,17240.00
Fayette County,Alabama,17241.00
Sharp County,Arkansas,17264.00
Giles County,Virginia,17286.00
Andrew County,Missouri,17291.00
Van Buren County,Arkansas,17295.00
Henry County,Alabama,17302.00
Simpson County,Kentucky,17327.00
Parke County,Indiana,17339.00
Rush County,Indiana,17392.00
Chickasaw County,Mississippi,17392.00
Beadle County,South Dakota,17398.00
Colonial Heights city,Virginia,17411.00
Lawrence County,Arkansas,17415.00
Brunswick County,Virginia,17434.00
Westmoreland County,Virginia,17454.00
Potter County,Pennsylvania,17457.00
Mason County,Kentucky,17490.00
Benzie County,Michigan,17525.00
Gaines County,Texas,17526.00
Hardin County,Iowa,17534.00
Piscataquis County,Maine,17535.00
Morgan County,West Virginia,17541.00
Russell County,Kentucky,17565.00
Washington County,Alabama,17581.00
Cooper County,Missouri,17601.00
Ben Hill County,Georgia,17634.00
Warren County,Illinois,17707.00
Delaware County,Iowa,17764.00
Tama County,Iowa,17767.00
Bond County,Illinois,17768.00
Stone County,Mississippi,17786.00
Avery County,North Carolina,17797.00
Union County,Illinois,17808.00
Chaffee County,Colorado,17809.00
Yancey County,North Carolina,17818.00
Bristol city,Virginia,17835.00
Grant County,Arkansas,17853.00
Socorro County,New Mexico,17866.00
Falls County,Texas,17866.00
Morgan County,Georgia,17868.00
Pike County,Georgia,17869.00
Cross County,Arkansas,17870.00
Los Alamos County,New Mexico,17950.00
Fentress County,Tennessee,17959.00
Randolph County,Arkansas,17969.00
Jackson County,Arkansas,17997.00
Richland County,Wisconsin,18021.00
Lincoln County,Wyoming,18106.00
Franklin County,Arkansas,18125.00
Clayton County,Iowa,18129.00
Ste. Genevieve County,Missouri,18145.00
Hart County,Kentucky,18199.00
Bosque County,Texas,18212.00
Appling County,Georgia,18236.00
Johnson County,Tennessee,18244.00
Mariposa County,California,18251.00
Montour County,Pennsylvania,18267.00
Pemiscot County,Missouri,18296.00
McCreary County,Kentucky,18306.00
Unicoi County,Tennessee,18313.00
Lamar County,Georgia,18317.00
Schuyler County,New York,18343.00
Banks County,Georgia,18395.00
Greene County,Virginia,18403.00
Brantley County,Georgia,18411.00
New Kent County,Virginia,18429.00
Patrick County,Virginia,18490.00
Cedar County,Iowa,18499.00
Drew County,Arkansas,18509.00
Pike County,Missouri,18516.00
Humphreys County,Tennessee,18538.00
Inyo County,California,18546.00
Young County,Texas,18550.00
Southampton County,Virginia,18570.00
Edgar County,Illinois,18576.00
Eastland County,Texas,18583.00
Duchesne County,Utah,18607.00
Adair County,Kentucky,18656.00
DeKalb County,Tennessee,18723.00
Adams County,Washington,18728.00
Pierce County,Georgia,18758.00
Haywood County,Tennessee,18787.00
Wright County,Missouri,18815.00
Otero County,Colorado,18831.00
Harrison County,Kentucky,18846.00
Poweshiek County,Iowa,18914.00
New Madrid County,Missouri,18956.00
Perry County,Missouri,18971.00
Arkansas County,Arkansas,19019.00
Houston County,Minnesota,19027.00
Green Lake County,Wisconsin,19051.00
Benton County,Missouri,19056.00
Hancock County,Illinois,19104.00
Union County,Tennessee,19109.00
Jefferson County,Kansas,19126.00
Waseca County,Minnesota,19136.00
Smith County,Tennessee,19166.00
Holmes County,Mississippi,19198.00
Winston County,Mississippi,19198.00
Lee County,South Carolina,19220.00
Madison County,Florida,19224.00
Lavaca County,Texas,19263.00
Berrien County,Georgia,19286.00
Llano County,Texas,19301.00
Perry County,Indiana,19338.00
Deaf Smith County,Texas,19372.00
Davison County,South Dakota,19504.00
Attala County,Mississippi,19564.00
Covington County,Mississippi,19568.00
Tishomingo County,Mississippi,19593.00
Paulding County,Ohio,19614.00
Lampasas County,Texas,19677.00
Lincoln County,Montana,19687.00
Montague County,Texas,19719.00
Pickens County,Alabama,19746.00
Dickinson County,Kansas,19754.00
Gonzales County,Texas,19807.00
Freestone County,Texas,19816.00
Crawford County,Illinois,19817.00
Marion County,Kentucky,19820.00
Orange County,Indiana,19840.00
Roosevelt County,New Mexico,19846.00
Jackson County,Iowa,19848.00
Saluda County,South Carolina,19875.00
Holmes County,Florida,19927.00
Allen County,Kentucky,19956.00
Langlade County,Wisconsin,19977.00
Douglas County,Illinois,19980.00
Bourbon County,Kentucky,19985.00
Plumas County,California,20007.00
Breckinridge County,Kentucky,20059.00
Minidoka County,Idaho,20069.00
Woodward County,Oklahoma,20081.00
Dodge County,Minnesota,20087.00
DeWitt County,Texas,20097.00
Henry County,Iowa,20145.00
Carroll County,Indiana,20155.00
Elbert County,Georgia,20166.00
Kent County,Maryland,20197.00
Jones County,Texas,20202.00
Washington County,Nebraska,20234.00
McIntosh County,Oklahoma,20252.00
Buena Vista County,Iowa,20260.00
East Feliciana Parish,Louisiana,20267.00
Klickitat County,Washington,20318.00
Hubbard County,Minnesota,20428.00
Jackson County,Wisconsin,20449.00
Bandera County,Texas,20485.00
La Paz County,Arizona,20489.00
Lincoln County,New Mexico,20497.00
Polk County,North Carolina,20510.00
Morgan County,Missouri,20565.00
Kewaunee County,Wisconsin,20574.00
Clay County,Mississippi,20634.00
Jones County,Iowa,20638.00
Texas County,Oklahoma,20640.00
Polk County,Arkansas,20662.00
Taylor County,Wisconsin,20689.00
Richland Parish,Louisiana,20725.00
Clinton County,Missouri,20743.00
Wayne County,Mississippi,20747.00
Madison County,North Carolina,20764.00
Franklin Parish,Louisiana,20767.00
Saunders County,Nebraska,20780.00
Sevier County,Utah,20802.00
Wayne County,Kentucky,20813.00
Carroll County,Iowa,20816.00
Concordia Parish,Louisiana,20822.00
Fulton County,Indiana,20836.00
Martin County,Minnesota,20840.00
Fillmore County,Minnesota,20866.00
Colorado County,Texas,20874.00
Adams County,Wisconsin,20875.00
Fayette County,Iowa,20880.00
Pacific County,Washington,20920.00
Butler County,Alabama,20947.00
Spencer County,Indiana,20952.00
Buchanan County,Iowa,20958.00
Warren County,North Carolina,20972.00
Crook County,Oregon,20978.00
Dakota County,Nebraska,21006.00
Waynesboro city,Virginia,21006.00
Marengo County,Alabama,21027.00
Winneshiek County,Iowa,21056.00
Hampton County,South Carolina,21090.00
Stutsman County,North Dakota,21100.00
Uinta County,Wyoming,21118.00
Vernon County,Missouri,21159.00
Washington County,Georgia,21187.00
Putnam County,Georgia,21218.00
Jay County,Indiana,21253.00
Conway County,Arkansas,21273.00
Bertie County,North Carolina,21282.00
Teton County,Wyoming,21294.00
Mercer County,Kentucky,21331.00
Union County,Georgia,21356.00
Greene County,North Carolina,21362.00
Blaine County,Idaho,21376.00
Nobles County,Minnesota,21378.00
Calhoun County,Texas,21381.00
Carbon County,Utah,21403.00
Colusa County,California,21419.00
Anderson County,Kentucky,21421.00
Vilas County,Wisconsin,21430.00
Macon County,Alabama,21452.00
Sullivan County,Indiana,21475.00
Owen County,Indiana,21575.00
Cherokee County,Kansas,21603.00
Pottawatomie County,Kansas,21604.00
Labette County,Kansas,21607.00
Asotin County,Washington,21623.00
Wabasha County,Minnesota,21676.00
Worth County,Georgia,21679.00
Ogemaw County,Michigan,21699.00
Washington County,Iowa,21704.00
Leelanau County,Michigan,21708.00
Goochland County,Virginia,21717.00
Newton County,Mississippi,21720.00
Jefferson County,Oregon,21720.00
Lincoln County,West Virginia,21720.00
Clay County,Kentucky,21730.00
Phillips County,Arkansas,21757.00
Tyler County,Texas,21766.00
Dodge County,Georgia,21796.00
Ashley County,Arkansas,21853.00
McDuffie County,Georgia,21875.00
Moore County,Texas,21904.00
Grenada County,Mississippi,21906.00
Morgan County,Tennessee,21987.00
Meriwether County,Georgia,21992.00
Overton County,Tennessee,22083.00
Franklin County,Georgia,22084.00
Northampton County,North Carolina,22099.00
St. James Parish,Louisiana,22102.00
McDowell County,West Virginia,22113.00
Beckham County,Oklahoma,22119.00
Willacy County,Texas,22134.00
Fayette County,Illinois,22140.00
Hutchinson County,Texas,22150.00
Yell County,Arkansas,22185.00
Scott County,Tennessee,22228.00
Tippah County,Mississippi,22232.00
Macon County,Tennessee,22248.00
Henry County,Missouri,22272.00
Rockbridge County,Virginia,22307.00
Grant Parish,Louisiana,22309.00
Gage County,Nebraska,22311.00
Dawson County,Georgia,22330.00
Hood River County,Oregon,22346.00
Perry County,Illinois,22350.00
Logan County,Arkansas,22353.00
Shelby County,Illinois,22363.00
Curry County,Oregon,22364.00
Jerome County,Idaho,22374.00
Mahaska County,Iowa,22381.00
Williams County,North Dakota,22398.00
Yankton County,South Dakota,22438.00
Gray County,Texas,22535.00
Fairfax city,Virginia,22565.00
Taylor County,Florida,22570.00
George County,Mississippi,22578.00
Hopewell city,Virginia,22591.00
Emanuel County,Georgia,22598.00
Hempstead County,Arkansas,22609.00
Wyandot County,Ohio,22615.00
Barnwell County,South Carolina,22621.00
Payette County,Idaho,22623.00
Grainger County,Tennessee,22657.00
Jo Daviess County,Illinois,22678.00
Adair County,Oklahoma,22683.00
Logan County,Colorado,22709.00
Union Parish,Louisiana,22721.00
Pointe Coupee Parish,Louisiana,22802.00
Randolph County,Alabama,22913.00
Bibb County,Alabama,22915.00
Hockley County,Texas,22935.00
Cassia County,Idaho,22952.00
Seward County,Kansas,22952.00
Jersey County,Illinois,22985.00
Clark County,Arkansas,22995.00
Plaquemines Parish,Louisiana,23042.00
Monroe County,Alabama,23068.00
McDonald County,Missouri,23083.00
Elbert County,Colorado,23086.00
Franklin County,Indiana,23087.00
Aransas County,Texas,23158.00
Scott County,Virginia,23177.00
Meeker County,Minnesota,23300.00
Burke County,Georgia,23316.00
Rowan County,Kentucky,23333.00
Teller County,Colorado,23350.00
Johnson County,Kentucky,23356.00
Starke County,Indiana,23363.00
Prince Edward County,Virginia,23368.00
Nodaway County,Missouri,23370.00
Saline County,Missouri,23370.00
Limestone County,Texas,23384.00
Itawamba County,Mississippi,23401.00
Assumption Parish,Louisiana,23421.00
Crisp County,Georgia,23439.00
Ray County,Missouri,23494.00
Mitchell County,Georgia,23498.00
Routt County,Colorado,23509.00
Osceola County,Michigan,23528.00
Wasatch County,Utah,23530.00
Currituck County,North Carolina,23547.00
Antrim County,Michigan,23580.00
King George County,Virginia,23584.00
Butts County,Georgia,23655.00
Fannin County,Georgia,23682.00
Iowa County,Wisconsin,23687.00
Caswell County,North Carolina,23719.00
Houston County,Texas,23732.00
Staunton city,Virginia,23746.00
Meigs County,Ohio,23770.00
West Baton Rouge Parish,Louisiana,23788.00
Panola County,Texas,23796.00
Wyoming County,West Virginia,23796.00
Leake County,Mississippi,23805.00
Ohio County,Kentucky,23842.00
Fairfield County,South Carolina,23956.00
Hampshire County,West Virginia,23964.00
Menominee County,Michigan,24029.00
Page County,Virginia,24042.00
Brooke County,West Virginia,24069.00
Lawrence County,South Dakota,24097.00
Buchanan County,Virginia,24098.00
Sumner County,Kansas,24132.00
Otsego County,Michigan,24164.00
Scott County,Indiana,24181.00
Stark County,North Dakota,24199.00
Sabine Parish,Louisiana,24233.00
Upshur County,West Virginia,24254.00
Bremer County,Iowa,24276.00
Fayette County,Indiana,24277.00
Fredericksburg city,Virginia,24286.00
Dawson County,Nebraska,24326.00
Roscommon County,Michigan,24449.00
Lamoille County,Vermont,24475.00
Winston County,Alabama,24484.00
Waushara County,Wisconsin,24496.00
Martin County,North Carolina,24505.00
Taylor County,Kentucky,24512.00
Letcher County,Kentucky,24519.00
Columbia County,Arkansas,24552.00
Fayette County,Texas,24554.00
Poinsett County,Arkansas,24583.00
Boone County,West Virginia,24629.00
Juniata County,Pennsylvania,24636.00
White County,Indiana,24643.00
Grant County,Kentucky,24662.00
Hertford County,North Carolina,24669.00
Hickman County,Tennessee,24690.00
Crawford County,Missouri,24696.00
Manistee County,Michigan,24733.00
Lincoln County,Kentucky,24742.00
Miller County,Missouri,24748.00
Milam County,Texas,24757.00
Jasper County,South Carolina,24777.00
Salem city,Virginia,24802.00
Gillespie County,Texas,24837.00
Churchill County,Nevada,24877.00
Todd County,Minnesota,24895.00
Washington County,Florida,24896.00
Saline County,Illinois,24913.00
Woodford County,Kentucky,24939.00
Plymouth County,Iowa,24986.00
Grady County,Georgia,25011.00
Luna County,New Mexico,25095.00
Washington County,Missouri,25195.00
Hart County,Georgia,25213.00
Wasco County,Oregon,25213.00
Cass County,Nebraska,25241.00
Tillamook County,Oregon,25250.00
Prentiss County,Mississippi,25276.00
Yates County,New York,25348.00
Randolph County,Missouri,25414.00
Abbeville County,South Carolina,25417.00
Meade County,South Dakota,25434.00
Shelby County,Texas,25448.00
Seminole County,Oklahoma,25482.00
Tattnall County,Georgia,25520.00
Audrain County,Missouri,25529.00
Montezuma County,Colorado,25535.00
Johnson County,Arkansas,25540.00
Lee County,Virginia,25587.00
Adair County,Missouri,25607.00
Fluvanna County,Virginia,25691.00
Gladwin County,Michigan,25692.00
Decatur County,Indiana,25740.00
Grayson County,Kentucky,25746.00
Union County,Oregon,25748.00
Allen Parish,Louisiana,25764.00
Clarke County,Alabama,25833.00
White County,Tennessee,25841.00
Lyon County,Minnesota,25857.00
Iosco County,Michigan,25887.00
Brown County,Minnesota,25893.00
Posey County,Indiana,25910.00
Charlevoix County,Michigan,25949.00
Cleburne County,Arkansas,25970.00
Cherokee County,Alabama,25989.00
Franklin County,Kansas,25992.00
Texas County,Missouri,26008.00
Chattooga County,Georgia,26015.00
Hardin County,Tennessee,26026.00
McNairy County,Tennessee,26075.00
Benton County,Iowa,26076.00
Mille Lacs County,Minnesota,26097.00
Ouachita County,Arkansas,26120.00
Jefferson County,Idaho,26140.00
Coahoma County,Mississippi,26151.00
Cheboygan County,Michigan,26152.00
Dickinson County,Michigan,26168.00
Randolph County,Indiana,26171.00
Stephens County,Georgia,26175.00
Winchester city,Virginia,26203.00
Nicholas County,West Virginia,26233.00
Boone County,Iowa,26306.00
San Jacinto County,Texas,26384.00
Uvalde County,Texas,26405.00
Monroe County,Georgia,26424.00
Jackson County,Oklahoma,26446.00
Somerset County,Maryland,26470.00
Montgomery County,Kentucky,26499.00
Oceana County,Michigan,26570.00
Grimes County,Texas,26604.00
De Soto Parish,Louisiana,26656.00
Juneau County,Wisconsin,26664.00
Geneva County,Alabama,26790.00
Logan County,Kentucky,26835.00
Mingo County,West Virginia,26839.00
Clay County,Indiana,26890.00
Anson County,North Carolina,26948.00
Edgefield County,South Carolina,26985.00
Elmore County,Idaho,27038.00
Lewis County,New York,27087.00
Marion County,Mississippi,27088.00
Baker County,Florida,27115.00
Union County,Mississippi,27134.00
White County,Georgia,27144.00
Upson County,Georgia,27153.00
Cibola County,New Mexico,27213.00
Toombs County,Georgia,27223.00
Codington County,South Dakota,27227.00
Orleans County,Vermont,27231.00
Hardeman County,Tennessee,27253.00
Ashe County,North Carolina,27281.00
Mason County,West Virginia,27324.00
Cherokee County,North Carolina,27444.00
Carroll County,Arkansas,27446.00
Barbour County,Alabama,27457.00
Custer County,Oklahoma,27469.00
Morton County,North Dakota,27471.00
Simpson County,Mississippi,27503.00
Garvin County,Oklahoma,27576.00
Wells County,Indiana,27636.00
Barton County,Kansas,27674.00
Peach County,Georgia,27695.00
Le Sueur County,Minnesota,27703.00
Carter County,Kentucky,27720.00
Hardee County,Florida,27731.00
Henderson County,Tennessee,27769.00
Door County,Wisconsin,27785.00
Montgomery County,North Carolina,27798.00
Lauderdale County,Tennessee,27815.00
Sanpete County,Utah,27822.00
Decatur County,Georgia,27842.00
Morehouse Parish,Louisiana,27979.00
Summit County,Colorado,27994.00
Dinwiddie County,Virginia,28001.00
Powhatan County,Virginia,28046.00
Yazoo County,Mississippi,28065.00
Palo Pinto County,Texas,28111.00
Madison County,Georgia,28120.00
Glenn County,California,28122.00
Morgan County,Colorado,28159.00
Park County,Wyoming,28205.00
Mineral County,West Virginia,28212.00
Henry County,Ohio,28215.00
Marion County,Tennessee,28237.00
St. Francis County,Arkansas,28258.00
Washington County,Indiana,28262.00
Scott County,Mississippi,28264.00
Wyoming County,Pennsylvania,28276.00
Gilmer County,Georgia,28292.00
Lee County,Georgia,28298.00
Austin County,Texas,28417.00
Boyle County,Kentucky,28432.00
Ellis County,Kansas,28452.00
Bradford County,Florida,28520.00
Carroll County,Tennessee,28522.00
Jennings County,Indiana,28525.00
Caroline County,Virginia,28545.00
Adams County,Ohio,28550.00
Cass County,Minnesota,28567.00
Meade County,Kentucky,28602.00
Del Norte County,California,28610.00
Jones County,Georgia,28669.00
Bell County,Kentucky,28691.00
Mason County,Michigan,28705.00
Pike County,Ohio,28709.00
Perry County,Kentucky,28712.00
Lincoln County,Wisconsin,28743.00
Van Wert County,Ohio,28744.00
Lake County,Montana,28746.00
Haralson County,Georgia,28780.00
Marion County,Missouri,28781.00
Trempealeau County,Wisconsin,28816.00
Ripley County,Indiana,28818.00
Carroll County,Ohio,28836.00
Tate County,Mississippi,28886.00
Russell County,Virginia,28897.00
Marlboro County,South Carolina,28933.00
Orange County,Vermont,28936.00
Union County,South Carolina,28961.00
Fayette County,Ohio,29030.00
Sheridan County,Wyoming,29116.00
McPherson County,Kansas,29180.00
Jackson County,West Virginia,29211.00
Wythe County,Virginia,29235.00
Harlan County,Kentucky,29278.00
Hocking County,Ohio,29380.00
San Miguel County,New Mexico,29393.00
Randolph County,West Virginia,29405.00
Pickens County,Georgia,29431.00
Copiah County,Mississippi,29449.00
Sunflower County,Mississippi,29450.00
Giles County,Tennessee,29485.00
Grant County,New Mexico,29514.00
Alpena County,Michigan,29598.00
Caddo County,Oklahoma,29600.00
Neshoba County,Mississippi,29676.00
Iroquois County,Illinois,29718.00
Pine County,Minnesota,29750.00
Vernon County,Wisconsin,29773.00
Jefferson County,Washington,29872.00
Pontotoc County,Mississippi,29957.00
Lumpkin County,Georgia,29966.00
Stoddard County,Missouri,29968.00
Carroll County,Virginia,30042.00
Garrett County,Maryland,30097.00
